id,path,a,b,c,root_1,root_2,equation
eqn_1973,quadratic/eqn_1973,1,-22,-320,10.0,-32.0,(x - 10)(x + 32) = 0
eqn_1974,quadratic/eqn_1974,12,-22,-72,3.5321,-1.6987,12x² - 22x = 72
eqn_1975,quadratic/eqn_1975,1,2,-5,1.4495,-3.4495,x² + 2x - 5 = 0
eqn_1976,quadratic/eqn_1976,1,8,-273,21.0,-13.0,(x - 21)(x + 13) = 0
eqn_1977,quadratic/eqn_1977,1,27,110,22.0,5.0,(x - 22)(x - 5) = 0
eqn_1978,quadratic/eqn_1978,10,58,80,-2.2597,-3.5403,58x + 80 = -10x²
eqn_1979,quadratic/eqn_1979,20,22,-84,1.5719,-2.6719,20x² + 22x = 84
eqn_1980,quadratic/eqn_1980,3,93,9,-0.0971,-30.9029,93x + 9 = -3x²
eqn_1981,quadratic/eqn_1981,6,71,60,-0.916,-10.9174,71x + 60 = -6x²
eqn_1982,quadratic/eqn_1982,4,10,-10,0.7656,-3.2656,4x² + 10x - 10 = 0
eqn_1983,quadratic/eqn_1983,1,-40,300,-10.0,-30.0,(x + 10)(x + 30) = 0
eqn_1984,quadratic/eqn_1984,1,7,-8,8.0,-1.0,(x - 8)(x + 1) = 0
eqn_1985,quadratic/eqn_1985,9,55,26,-0.5164,-5.5948,55x + 26 = -9x²
eqn_1986,quadratic/eqn_1986,14,83,61,-0.8596,-5.069,83x + 61 = -14x²
eqn_1987,quadratic/eqn_1987,1,-21,68,-4.0,-17.0,(x + 4)(x + 17) = 0
eqn_1988,quadratic/eqn_1988,1,7,-44,11.0,-4.0,(x - 11)(x + 4) = 0
eqn_1989,quadratic/eqn_1989,4,9,-9,0.75,-3.0,4x² + 9x - 9 = 0
eqn_1990,quadratic/eqn_1990,5,7,-6,0.6,-2.0,5x² + 7x - 6 = 0
eqn_1991,quadratic/eqn_1991,1,12,-45,15.0,-3.0,(x - 15)(x + 3) = 0
eqn_1992,quadratic/eqn_1992,20,24,-83,1.5237,-2.7237,20x² + 24x = 83
eqn_1993,quadratic/eqn_1993,4,10,6,-1.0,-1.5,4x² + 10x + 6 = 0
eqn_1994,quadratic/eqn_1994,1,5,-104,-8.0,13.0,(x + 8)(x - 13) = 0
eqn_1995,quadratic/eqn_1995,5,38,9,-0.2447,-7.3553,38x + 9 = -5x²
eqn_1996,quadratic/eqn_1996,17,-24,4,1.2187,0.1931,17x² - 24x = -4
eqn_1997,quadratic/eqn_1997,2,8,-5,0.5495,-4.5495,2x² + 8x - 5 = 0
eqn_1998,quadratic/eqn_1998,1,9,7,-0.8599,-8.1401,x² + 9x + 7 = 0
eqn_1999,quadratic/eqn_1999,16,79,26,-0.3546,-4.5829,79x + 26 = -16x²
